coeff_combo,age_less65_q00,age_65_q00,age_70_q00,age_75_q00,age_over80_q00,age_less65_q02,age_65_q02,age_70_q02,age_75_q02,age_over80_q02,age_less65_q04,age_65_q04,age_70_q04,age_75_q04,age_over80_q04,age_less65_q06,age_65_q06,age_70_q06,age_75_q06,age_over80_q06,age_less65_q08,age_65_q08,age_70_q08,age_75_q08,age_over80_q08,sum_sqres,wrongness_rat,fitness
1403,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,466.2,1.253,584.2
1404,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,430.7,1.178,507.6
1405,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,398.7,1.119,446.0
1406,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,370.9,1.166,432.5
1407,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,348.6,1.278,445.4
1408,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,332.6,1.39,462.2
1409,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,324.1,1.501,486.6
1410,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,462.4,1.179,545.1
1411,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,426.6,1.12,477.8
1412,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,394.2,1.166,459.8
1413,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,366.1,1.277,467.6
1414,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,343.4,1.389,477.1
1415,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,327.2,1.501,491.2
1416,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,318.6,1.613,513.8
1417,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,318.0,1.724,548.4
1418,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,464.1,1.121,520.4
1419,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,428.4,1.168,500.4
1420,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,396.2,1.277,505.8
1421,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,368.2,1.389,511.3
1422,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,345.7,1.5,518.6
1423,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,329.6,1.612,531.4
1424,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,321.0,1.724,553.4
1425,1.7,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,320.4,1.836,588.3
1426,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,598.7,1.745,1044.8
1427,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,569.4,1.634,930.4
1428,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,540.7,1.522,823.0
1429,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,543.3,1.523,827.2
1430,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,513.2,1.425,731.2
1431,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,486.6,1.35,657.0
1432,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,520.8,1.425,742.3
1433,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,489.3,1.351,660.9
1434,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,461.3,1.276,588.7
1435,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,437.5,1.202,525.7
1436,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,502.4,1.351,678.8
1437,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,469.6,1.277,599.5
1438,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,440.4,1.202,529.3
1439,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,415.4,1.128,468.5
1440,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,395.6,1.156,457.2
1441,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,488.5,1.277,623.8
1442,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,454.7,1.202,546.8
1443,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,424.5,1.128,478.7
1444,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,398.5,1.157,461.2
1445,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,377.8,1.258,475.4
1446,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,363.1,1.37,497.6
1447,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,479.6,1.203,576.8
1448,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,445.1,1.128,502.2
1449,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,414.2,1.159,479.9
1450,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,387.5,1.258,487.5
1451,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,366.2,1.37,501.5
1452,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,351.0,1.482,520.1
1453,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,343.0,1.593,546.5
1454,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,475.8,1.129,537.1
1455,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,441.1,1.16,511.8
1456,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,409.8,1.257,515.4
1457,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,382.9,1.369,524.3
1458,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,361.3,1.481,535.1
1459,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,345.9,1.593,551.0
1460,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,337.7,1.705,575.7
1461,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,477.5,1.162,554.7
1462,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,442.9,1.257,556.6
1463,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,411.7,1.369,563.5
1464,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,384.9,1.481,569.9
1465,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,363.4,1.592,578.7
1466,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,348.2,1.704,593.3
1467,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,340.0,1.816,617.5
1468,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,612.0,1.653,1011.7
1469,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,583.4,1.542,899.5
1470,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,555.4,1.449,804.8
1471,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,557.9,1.449,808.7
1472,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,528.6,1.375,726.8
1473,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,502.8,1.3,653.8
1474,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,536.0,1.375,737.2
1475,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,505.5,1.301,657.4
1476,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,478.4,1.226,586.6
1477,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,455.6,1.152,524.6
1478,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,518.1,1.301,674.2
1479,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,486.4,1.227,596.6
1480,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,458.3,1.152,527.9
1481,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,434.4,1.15,499.3
1482,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,415.4,1.239,514.8
1483,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,504.7,1.227,619.2
1484,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,472.1,1.152,544.0
1485,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,443.0,1.151,509.9
1486,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,418.2,1.239,518.0
1487,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,398.5,1.35,538.2
1488,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,384.7,1.462,562.5
1489,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,496.1,1.153,571.8
1490,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,462.8,1.152,533.4
1491,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,433.2,1.238,536.3
1492,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,407.8,1.35,550.4
1493,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,387.5,1.462,566.4
1494,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,373.3,1.573,587.3
1495,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,365.7,1.685,616.3
1496,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,492.5,1.154,568.3
1497,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,459.0,1.238,568.0
1498,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,429.0,1.349,578.9
1499,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,403.4,1.461,589.4
1500,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,382.9,1.573,602.3
1501,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,368.5,1.685,620.8
1502,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,360.8,1.797,648.2
1503,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,494.0,1.237,611.1
1504,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,460.7,1.349,621.4
1505,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,430.8,1.461,629.3
1506,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,405.3,1.572,637.3
1507,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,384.9,1.684,648.3
1508,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,370.6,1.796,665.5
1509,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,627.8,1.561,980.2
1510,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,600.0,1.474,884.1
1511,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,572.8,1.399,801.3
1512,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,575.2,1.399,805.0
1513,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,546.9,1.325,724.5
1514,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,522.0,1.25,652.6
1515,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,554.0,1.325,734.2
1516,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,524.5,1.251,655.9
1517,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,498.5,1.176,586.2
1518,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,476.6,1.147,546.7
1519,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,536.7,1.251,671.5
1520,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,506.2,1.176,595.5
1521,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,479.2,1.148,550.3
